speciesName,status,fbSpecCode,validName,class,order,family,genus,commonName,commonSpecies,Species,Fresh,Brack,SynOC,SynGenus,SynSpecies,Author,Year,SynonymsRef,SyncodeValid,LastEpithet,Comment,Etymology,ETYFish,ETYFishURL,Valid,ValidTax,Synonymy,SynonymyDetail,Combination,OriginalPub,Misspelling,MisspellingDetail,NounApposition,Protonym,Basionym,StatusOrder,RankSearch,CommentTax,GSDOriginal,GSDStatus,GSDVersionDate,GSDExpert,CAS_SPC,CAS_REF_NO,CoL,ION_ID,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,synonym_base,synonym_sub,fishbaseValid
Polypterus delhezi,accepted name,8116,Polypterus delhezi,Cladistii,Polypteriformes,Polypteridae,Polypterus,Barred bichir,TRUE,delhezi,1,0,32675,Polypterus,delhezi,"Boulenger, 1899",1899,3188,NA,delhezi,NA,"Named after M. Delhez, collector of the first specimen of <i>Polypterus delhezi</i> (Ref. 1877).",NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,4968,1,NA,1,1,2021-02-01T00:00:00Z,303,9800,549,1,NA,1,1993-06-23T00:00:00Z,303,2006-02-10T00:00:00Z,1,1994-01-28T00:00:00Z,NA,Polypterus delhezi,Polypterus delhezi delhezi,Polypterus delhezi
Polypterus ansorgei delhezi delhezi,synonym,8116,Polypterus delhezi,Cladistii,Polypteriformes,Polypteridae,Polypterus,Barred bichir,TRUE,delhezi,1,0,32675,Polypterus,ansorgei delhezi,"Boulenger, 1899",1899,3188,NA,delhezi,The specific epithet must be spelled <i> ansorg*i*i</i>.,NA,NA,NA,0,0,senior synonym,NA,change in rank,0,1,NA,0,0,0,4969,255,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,9800,549,1,NA,14,1994-11-11T00:00:00Z,113,2006-12-06T00:00:00Z,34,1994-12-13T00:00:00Z,NA,Polypterus ansorgei delhezi,Polypterus ansorgei delhezi delhezi,Polypterus delhezi
Polypterus endlicherii congicus,accepted name,2385,Polypterus endlicherii congicus,Cladistii,Polypteriformes,Polypteridae,Polypterus,Saddled bichir,TRUE,endlicherii,1,0,137885,Polypterus,endlicherii,"Heckel, 1847",1847,88084,NA,endlicherii,Species spelling from Eschmeyer (CofF ver. Sep. 2011: Ref. 88002).,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,0,1,4941,1,NA,1,1,2021-02-01T00:00:00Z,303,9802,2068,1,NA,113,2000-05-05T00:00:00Z,10,2011-11-11T00:00:00Z,NA,NA,NA,Polypterus endlicherii,Polypterus endlicherii endlicherii,Polypterus endlicherii
Polypterus endlicheri,synonym,2385,Polypterus endlicherii,Cladistii,Polypteriformes,Polypteridae,Polypterus,Saddled bichir,TRUE,endlicherii,1,0,137885,Polypterus,endlicheri,"Heckel, 1847",1847,88084,NA,endlicheri,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,4943,255,NA,0,9,NA,NA,9802,2068,1,NA,34,1995-11-10T00:00:00Z,10,2011-11-11T00:00:00Z,NA,NA,NA,Polypterus endlicheri,Polypterus endlicheri endlicheri,Polypterus endlicherii
Polypterus endlicheri endlicheri,synonym,2385,Polypterus endlicherii,Cladistii,Polypteriformes,Polypteridae,Polypterus,Saddled bichir,TRUE,endlicherii,1,0,137885,Polypterus,endlicheri endlicheri,"Heckel, 1847",1847,2835,NA,endlicheri,NA,NA,NA,NA,0,0,senior synonym,NA,change in rank,0,1,ISSsp,0,0,0,4944,255,NA,0,9,NA,NA,9802,2068,1,NA,3,1991-03-04T00:00:00Z,303,2011-04-19T00:00:00Z,675,2003-11-04T00:00:00Z,NA,Polypterus endlicheri endlicheri,Polypterus endlicheri endlicheri endlicheri,Polypterus endlicherii
Polypterus endlicherii endlicherii,synonym,2385,Polypterus endlicherii,Cladistii,Polypteriformes,Polypteridae,Polypterus,Saddled bichir,TRUE,endlicherii,1,0,137885,Polypterus,endlicherii endlicherii,"Heckel, 1847",1847,88084,NA,endlicherii,Spelling of specific and subspecific epithets from Eschmeyer (CofF ver. Sep. 2011: Ref. 88002).,NA,NA,NA,0,0,senior synonym,NA,change in rank,0,0,NA,0,0,0,4942,3,NA,0,9,NA,NA,9802,2068,0,NA,303,2011-04-19T00:00:00Z,10,2011-11-11T00:00:00Z,NA,NA,NA,Polypterus endlicherii endlicherii,Polypterus endlicherii endlicherii endlicherii,Polypterus endlicherii
Polypterus mokelembembe,accepted name,62584,Polypterus mokelembembe,Cladistii,Polypteriformes,Polypteridae,Polypterus,NA,TRUE,mokelembembe,1,0,156575,Polypterus,mokelembembe,"Schliewen & Schäfer, 2006",2006,56367,NA,mokelembembe,NA,"Named after Mokele-mbembe, a mythological creature believed by some to be a sauropod dinosaur that has survived the extinction of dinosaurs at the Cretaceous/Tertiary boundary in the central Congo basin; the name is chosen as an allusion to the archaic na",NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,4985,1,NA,1,1,2021-02-01T00:00:00Z,303,68986,28498,1,NA,675,2006-03-08T17:36:50Z,303,2010-01-25T00:00:00Z,NA,NA,NA,Polypterus mokelembembe,Polypterus mokelembembe mokelembembe,Polypterus mokelembembe
Polypterus ornatipinnis,accepted name,8115,Polypterus ornatipinnis,Cladistii,Polypteriformes,Polypteridae,Polypterus,Ornate bichir,TRUE,ornatipinnis,1,0,32674,Polypterus,ornatipinnis,"Boulenger, 1902",1902,3188,NA,ornatipinnis,"Original description in Ref. 1884 with type-locality: Monsembe (Upper Congo), Congo Dem Rep (Ref. 3188, Ref. 42855).",NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,4975,1,NA,1,1,2021-02-01T00:00:00Z,303,9803,562,1,NA,1,1993-06-23T00:00:00Z,303,2010-01-25T00:00:00Z,1,1994-01-28T00:00:00Z,NA,Polypterus ornatipinnis,Polypterus ornatipinnis ornatipinnis,Polypterus ornatipinnis
Polypterus palmas buettikoferi,accepted name,2386,Polypterus palmas buettikoferi,Cladistii,Polypteriformes,Polypteridae,Polypterus,Shortfin bichir,TRUE,palmas,1,0,30507,Polypterus,palmas,"Ayres, 1850",1850,2835,NA,palmas,NA,From its origin: 'Cape Palmas' (Ref. 46516). Also Ref. 42855.,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,4947,1,NA,1,1,2021-02-01T00:00:00Z,303,9804,15932,1,NA,3,1991-03-04T00:00:00Z,10,2013-02-11T00:00:00Z,675,2003-11-04T00:00:00Z,NA,Polypterus palmas,Polypterus palmas palmas,Polypterus palmas
Polypterus buettikoferi,synonym,2386,Polypterus palmas,Cladistii,Polypteriformes,Polypteridae,Polypterus,Shortfin bichir,TRUE,palmas,1,0,125848,Polypterus,buettikoferi,"Steindachner, 1891",1891,2835,NA,buettikoferi,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,MCSgen,0,0,0,4950,2,NA,1,1,2021-02-01T00:00:00Z,303,9806,18788,1,NA,34,1999-02-23T00:00:00Z,10,2013-02-11T00:00:00Z,NA,NA,NA,Polypterus buettikoferi,Polypterus buettikoferi buettikoferi,Polypterus palmas
Polypterus lowei,synonym,2386,Polypterus palmas,Cladistii,Polypteriformes,Polypteridae,Polypterus,Shortfin bichir,TRUE,palmas,1,0,4740,Polypterus,lowei,"Boulenger, 1911",1911,28149,NA,lowei,"Also Ref. 2835, Ref. 46409.","Named after Mr. Willoughby P. Lowe, collector of the type-specimens of <i>Polypterus lowei</i> (Ref. 46507).",NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,4953,4,NA,1,1,2021-02-01T00:00:00Z,303,9808,14780,1,NA,22,1992-02-11T00:00:00Z,10,2013-02-11T00:00:00Z,34,1994-12-13T00:00:00Z,NA,Polypterus lowei,Polypterus lowei lowei,Polypterus palmas
Polypterus palmas buettikoferi buettikoferi,synonym,2386,Polypterus palmas,Cladistii,Polypteriformes,Polypteridae,Polypterus,Shortfin bichir,TRUE,palmas,1,0,125848,Polypterus,palmas buettikoferi,"Steindachner, 1891",1891,2835,NA,buettikoferi,NA,NA,NA,NA,0,0,junior synonym,NA,change in rank,0,0,NA,0,0,0,4951,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,9806,18788,1,NA,34,1999-02-23T00:00:00Z,10,2013-02-11T00:00:00Z,NA,NA,NA,Polypterus palmas buettikoferi,Polypterus palmas buettikoferi buettikoferi,Polypterus palmas
Polypterus palmas palmas,synonym,2386,Polypterus palmas,Cladistii,Polypteriformes,Polypteridae,Polypterus,Shortfin bichir,TRUE,palmas,1,0,30507,Polypterus,palmas palmas,"Ayres, 1850",1850,28149,NA,palmas,NA,NA,NA,NA,0,0,senior synonym,NA,change in rank,0,0,NA,0,0,0,4948,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,9804,15932,1,NA,22,1992-02-11T00:00:00Z,10,2013-02-11T00:00:00Z,675,2003-11-04T00:00:00Z,NA,Polypterus palmas palmas,Polypterus palmas palmas palmas,Polypterus palmas
Polypterus palmus,synonym,2386,Polypterus palmas,Cladistii,Polypteriformes,Polypteridae,Polypterus,Shortfin bichir,TRUE,palmas,1,0,30507,Polypterus,palmus,"Ayres, 1850",1850,2835,NA,palmus,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,NA,0,0,0,4949,1,NA,0,0,NA,NA,9804,15932,0,NA,2,2017-07-11T00:00:00Z,NA,2017-07-11T00:00:00Z,NA,NA,NA,Polypterus palmus,Polypterus palmus palmus,Polypterus palmas
Polypterus retropinnis lowei lowei,synonym,2386,Polypterus palmas,Cladistii,Polypteriformes,Polypteridae,Polypterus,Shortfin bichir,TRUE,palmas,1,0,4740,Polypterus,retropinnis lowei,"Boulenger, 1911",1911,28149,NA,lowei,Also Ref. 2835.,NA,NA,NA,0,0,junior synonym,NA,change in rank,0,0,NA,0,0,0,4954,4,NA,0,9,NA,NA,9808,14780,1,NA,22,1992-02-11T00:00:00Z,303,2012-11-29T00:00:00Z,34,1994-12-13T00:00:00Z,NA,Polypterus retropinnis lowei,Polypterus retropinnis lowei lowei,Polypterus palmas
Polypterus polli,accepted name,51589,Polypterus polli,Cladistii,Polypteriformes,Polypteridae,Polypterus,Poll's bichir,TRUE,polli,1,0,125852,Polypterus,polli,"Gosse, 1988",1988,88084,NA,polli,NA,Named in honor of Prof. Max Poll (Ref. 46409).,NA,NA,1,1,senior synonym,replacement name,original combination,1,0,NA,0,0,1,4980,1,NA,1,1,2021-02-01T00:00:00Z,303,61382,6868,1,NA,34,1999-02-23T00:00:00Z,10,2013-02-04T00:00:00Z,675,2003-11-04T00:00:00Z,NA,Polypterus polli,Polypterus polli polli,Polypterus polli
Polypterus palmas congicus congicus,synonym,51589,Polypterus polli,Cladistii,Polypteriformes,Polypteridae,Polypterus,Poll's bichir,TRUE,polli,1,0,125857,Polypterus,palmas congicus,"Daget, 1962",1962,28149,NA,congicus,"No description in Poll (1954: Ref. 43033) and Daget (1958).  Nomen nudum in Hanssens <i>et al.</i> (1995: Ref. 28149), but validated by Daget (1962).  Preoccupied by <i>P. congicus</i> Boulenger, 1898; replaced by <i>P. polli</i> Gosse (1988: Ref. 46409).",NA,NA,NA,0,0,homonym,1°homonym,original combination,1,0,NA,0,0,1,4982,255,NA,1,1,2021-02-01T00:00:00Z,303,9805,5866,1,NA,34,1999-02-23T00:00:00Z,303,2012-12-12T00:00:00Z,NA,NA,NA,Polypterus palmas congicus,Polypterus palmas congicus congicus,Polypterus polli
Polypterus palmas polli polli,synonym,51589,Polypterus polli,Cladistii,Polypteriformes,Polypteridae,Polypterus,Poll's bichir,TRUE,polli,1,0,125852,Polypterus,palmas polli,"Gosse, 1988",1988,88084,NA,polli,NA,NA,NA,NA,0,0,senior synonym,NA,change in rank,0,0,NA,0,0,0,4981,1,NA,0,9,NA,NA,61382,6868,1,NA,34,1999-02-23T00:00:00Z,10,2013-02-04T00:00:00Z,675,2003-11-04T00:00:00Z,NA,Polypterus palmas polli,Polypterus palmas polli polli,Polypterus polli
Polypterus retropinnis,accepted name,2387,Polypterus retropinnis,Cladistii,Polypteriformes,Polypteridae,Polypterus,West African bichir,TRUE,retropinnis,1,0,30508,Polypterus,retropinnis,"Vaillant, 1899",1899,3188,NA,retropinnis,Year from Eschmeyer (CofF 1998: Ref. 26282).,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,4970,1,NA,1,1,2021-02-01T00:00:00Z,303,9807,14711,1,NA,3,1991-03-04T00:00:00Z,303,2006-02-10T00:00:00Z,1,1994-01-28T00:00:00Z,NA,Polypterus retropinnis,Polypterus retropinnis retropinnis,Polypterus retropinnis
Polypterus retropinnis retropinnis,synonym,2387,Polypterus retropinnis,Cladistii,Polypteriformes,Polypteridae,Polypterus,West African bichir,TRUE,retropinnis,1,0,30508,Polypterus,retropinnis retropinnis,"Vaillant, 1899",1899,3188,NA,retropinnis,NA,NA,NA,NA,0,0,senior synonym,NA,change in rank,0,0,NA,0,0,0,4971,3,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,9807,14711,1,NA,675,2003-05-05T00:00:00Z,303,2006-08-18T00:00:00Z,NA,NA,NA,Polypterus retropinnis retropinnis,Polypterus retropinnis retropinnis retropinnis,Polypterus retropinnis
Polypterus retropinus,synonym,2387,Polypterus retropinnis,Cladistii,Polypteriformes,Polypteridae,Polypterus,West African bichir,TRUE,retropinnis,1,0,30508,Polypterus,retropinus,"Vaillant, 1899",1899,272,NA,retropinus,Misspelling of the specific name.,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,4972,255,"GSD status set up by query, Nicolas, 17/10/12. Record previously modified by encoder no. 303 on  16/08/06.",0,9,NA,NA,9807,14711,1,NA,1,2000-04-18T00:00:00Z,303,2012-10-17T00:00:00Z,NA,NA,NA,Polypterus retropinus,Polypterus retropinus retropinus,Polypterus retropinnis
Polypterus senegalus,accepted name,5024,Polypterus senegalus,Cladistii,Polypteriformes,Polypteridae,Polypterus,Gray bichir,TRUE,senegalus,1,0,19841,Polypterus,senegalus,"Cuvier, 1829",1829,3188,NA,senegalus,Type locality: 'Senegal' (Ref. 42855).,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,4930,1,NA,1,1,2021-02-01T00:00:00Z,303,9809,995,1,NA,34,1994-12-13T00:00:00Z,10,2013-02-05T00:00:00Z,675,2003-11-04T00:00:00Z,NA,Polypterus senegalus,Polypterus senegalus senegalus,Polypterus senegalus
Polypterus arnaudi,synonym,5024,Polypterus senegalus,Cladistii,Polypteriformes,Polypteridae,Polypterus,Gray bichir,TRUE,senegalus,1,0,5700,Polypterus,arnaudi,"Duméril, 1870",1870,42904,NA,arnaudi,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,1,ISSsp,0,0,0,4936,4,NA,0,9,NA,NA,9811,1147,1,NA,675,2003-10-02T00:00:00Z,113,2012-11-29T00:00:00Z,NA,NA,NA,Polypterus arnaudi,Polypterus arnaudi arnaudi,Polypterus senegalus
Polypterus arnaudii,synonym,5024,Polypterus senegalus,Cladistii,Polypteriformes,Polypteridae,Polypterus,Gray bichir,TRUE,senegalus,1,0,5700,Polypterus,arnaudii,"Duméril, 1870",1870,3188,NA,arnaudii,"Type locality: 'White Nile River' (Ref. 42855); No type and no description in Duméril, 1870 (Ref. 3188). Originally not treated as valid, but as a synonym of <i>Polypterus senegalus</i> (Ref. 1688). Also Ref. 42908.","Named after M. d'Arnaud, collector of the two specimens (Ref. 1688).",NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,4935,4,NA,1,1,2021-02-01T00:00:00Z,303,9811,1147,1,NA,2,1992-05-14T00:00:00Z,303,2013-02-05T00:00:00Z,34,1995-02-21T00:00:00Z,NA,Polypterus arnaudii,Polypterus arnaudii arnaudii,Polypterus senegalus
Polypterus senagalus,synonym,5024,Polypterus senegalus,Cladistii,Polypteriformes,Polypteridae,Polypterus,Gray bichir,TRUE,senegalus,1,0,19841,Polypterus,senagalus,"Cuvier, 1829",1829,3045,NA,senagalus,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,4932,255,"GSD status set up by query, Nicolas, 17/10/12. Record previously modified by encoder no. 14 on  16/08/06.",0,9,NA,NA,9809,995,1,NA,675,2003-05-15T00:00:00Z,303,2012-10-17T00:00:00Z,10,2003-11-04T00:00:00Z,NA,Polypterus senagalus,Polypterus senagalus senagalus,Polypterus senegalus
Polypterus senegalensis,synonym,5024,Polypterus senegalus,Cladistii,Polypteriformes,Polypteridae,Polypterus,Gray bichir,TRUE,senegalus,1,0,19841,Polypterus,senegalensis,"Steindachner, 1870",1870,3188,NA,senegalensis,Probable <i>lapsus calami</i> for <i>Polypterus senegalus</i>.,NA,NA,NA,0,0,junior synonym,other,original combination,0,1,LC,0,0,0,4934,4,NA,0,9,NA,NA,9809,995,1,NA,2,1992-05-14T00:00:00Z,303,2013-07-02T00:00:00Z,34,1995-02-21T00:00:00Z,NA,Polypterus senegalensis,Polypterus senegalensis senegalensis,Polypterus senegalus
Polypterus senegallus,synonym,5024,Polypterus senegalus,Cladistii,Polypteriformes,Polypteridae,Polypterus,Gray bichir,TRUE,senegalus,1,0,19841,Polypterus,senegallus,"Cuvier, 1829",1829,42034,NA,senegallus,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,4933,255,"GSD status set up by query, Nicolas, 17/10/12. Record previously modified by encoder no. 14 on  16/08/06.",0,9,NA,NA,9809,995,1,NA,675,2003-11-20T00:00:00Z,303,2012-10-17T00:00:00Z,NA,NA,NA,Polypterus senegallus,Polypterus senegallus senegallus,Polypterus senegalus
Polypterus senegalus meridionalis meridionalis,synonym,5024,Polypterus senegalus,Cladistii,Polypteriformes,Polypteridae,Polypterus,Gray bichir,TRUE,senegalus,1,0,34174,Polypterus,senegalus meridionalis,"Poll, 1941",1941,3188,NA,meridionalis,Also Ref. 42855.,NA,NA,NA,0,0,junior synonym,NA,original combination,1,0,NA,0,0,1,4937,1,NA,1,1,2021-02-01T00:00:00Z,303,9810,19488,1,NA,34,1994-06-15T00:00:00Z,303,2013-02-05T00:00:00Z,34,1995-11-13T00:00:00Z,NA,Polypterus senegalus meridionalis,Polypterus senegalus meridionalis meridionalis,Polypterus senegalus
Polypterus senegalus senegalus,synonym,5024,Polypterus senegalus,Cladistii,Polypteriformes,Polypteridae,Polypterus,Gray bichir,TRUE,senegalus,1,0,19841,Polypterus,senegalus senegalus,"Cuvier, 1829",1829,2835,NA,senegalus,First indication as nominal subspecies in Ref. 42907.,NA,NA,NA,0,0,senior synonym,NA,change in rank,0,0,NA,0,0,0,4931,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,9809,995,1,NA,22,1992-02-11T00:00:00Z,10,2013-02-05T00:00:00Z,675,2003-11-04T00:00:00Z,NA,Polypterus senegalus senegalus,Polypterus senegalus senegalus senegalus,Polypterus senegalus
Polypterus teugelsi,accepted name,61725,Polypterus teugelsi,Cladistii,Polypteriformes,Polypteridae,Polypterus,NA,TRUE,teugelsi,1,0,152623,Polypterus,teugelsi,"Britz, 2004",2004,51884,NA,teugelsi,"Available in Catalog of Fishes (On-Line Version, upyeard November 8, 2004).","Named after Guy Teugels, curator of fishes at the Royal Museum for Central Africa (MRAC), in honor of his myriad influential contributions to the systematics of African freshwater fishes (Ref. 51884).",NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,4984,1,NA,1,1,2021-02-01T00:00:00Z,303,68124,27800,1,NA,675,2004-08-04T00:00:00Z,303,2006-02-10T00:00:00Z,NA,NA,NA,Polypterus teugelsi,Polypterus teugelsi teugelsi,Polypterus teugelsi
Polypterus weeksii,accepted name,8114,Polypterus weeksii,Cladistii,Polypteriformes,Polypteridae,Polypterus,Mottled bichir,TRUE,weeksii,1,0,32673,Polypterus,weeksii,"Boulenger, 1898",1898,3188,NA,weeksii,NA,"Named after Rev. J.H. Weeks, collector of the type-specimen (Ref. 45628).",NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,4965,1,NA,1,1,2021-02-01T00:00:00Z,303,9812,14681,1,NA,1,1993-06-23T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-06-15T00:00:00Z,NA,Polypterus weeksii,Polypterus weeksii weeksii,Polypterus weeksii
Polypterus schoutedeni,synonym,8114,Polypterus weeksii,Cladistii,Polypteriformes,Polypteridae,Polypterus,Mottled bichir,TRUE,weeksii,1,0,10741,Polypterus,schoutedeni,"Pellegrin, 1923",1923,3188,NA,schoutedeni,"Type locality: 'Mongende dans un bras du fleuve Congo' (Ref. 49956). Type specimens are probably young <i>Polypterus weeksii</i> (Ref. 42907). Also Ref. 42904, Ref. 42908.","Named after Dr. Schouteden, collector of the type-specimens (Ref. 41591, Ref. 49956).",NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,4967,4,NA,1,1,2021-02-01T00:00:00Z,303,9813,15424,1,NA,1,1993-06-23T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-12-13T00:00:00Z,NA,Polypterus schoutedeni,Polypterus schoutedeni schoutedeni,Polypterus weeksii
Polypterus weeksi,synonym,8114,Polypterus weeksii,Cladistii,Polypteriformes,Polypteridae,Polypterus,Mottled bichir,TRUE,weeksii,1,0,32673,Polypterus,weeksi,"Boulenger, 1898",1898,3188,NA,weeksi,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,4966,255,"GSD status set up by query, Nicolas, 17/10/12. Record previously modified by encoder no. 303 on  10/02/06.",0,9,NA,NA,9812,14681,1,NA,34,1994-12-13T00:00:00Z,303,2012-10-17T00:00:00Z,34,1995-02-21T00:00:00Z,NA,Polypterus weeksi,Polypterus weeksi weeksi,Polypterus weeksii
Protopterus aethiopicus,accepted name,8734,Protopterus aethiopicus,Dipneusti,Ceratodontiformes,Protopteridae,Protopterus,Marbled lungfish,TRUE,aethiopicus,1,0,19822,Protopterus,aethiopicus,"Heckel, 1851",1851,3498,NA,aethiopicus,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,100423,1,NA,1,1,2021-02-01T00:00:00Z,303,23930,18257,1,NA,34,1994-12-13T00:00:00Z,10,2014-01-16T00:00:00Z,675,2003-11-05T00:00:00Z,NA,Protopterus aethiopicus,Protopterus aethiopicus aethiopicus,Protopterus aethiopicus
Lepidosiren arnaudii,synonym,8734,Protopterus aethiopicus,Dipneusti,Ceratodontiformes,Protopteridae,Protopterus,Marbled lungfish,TRUE,aethiopicus,1,0,14402,Lepidosiren,arnaudii,"Castelnau, 1855",1855,3498,NA,arnaudii,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,100425,4,NA,1,1,2021-02-01T00:00:00Z,303,23931,766,1,NA,14,1994-07-02T00:00:00Z,10,2014-01-16T00:00:00Z,14,1998-08-14T00:00:00Z,NA,Lepidosiren arnaudii,Lepidosiren arnaudii arnaudii,Protopterus aethiopicus
Protopterus aethiopicus aethiopicus,synonym,8734,Protopterus aethiopicus,Dipneusti,Ceratodontiformes,Protopteridae,Protopterus,Marbled lungfish,TRUE,aethiopicus,1,0,19822,Protopterus,aethiopicus aethiopicus,"Heckel, 1851",1851,3498,NA,aethiopicus,NA,NA,NA,NA,0,0,senior synonym,NA,change in rank,0,0,NA,0,0,0,100424,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,23930,18257,1,NA,1,1994-01-28T00:00:00Z,10,2014-01-16T00:00:00Z,675,2003-11-05T00:00:00Z,NA,Protopterus aethiopicus aethiopicus,Protopterus aethiopicus aethiopicus aethiopicus,Protopterus aethiopicus
Protopterus aethiopicus congicus congicus,synonym,8734,Protopterus aethiopicus,Dipneusti,Ceratodontiformes,Protopteridae,Protopterus,Marbled lungfish,TRUE,aethiopicus,1,0,34167,Protopterus,aethiopicus congicus,"Poll, 1961",1961,3498,34167,congicus,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,1,0,NA,0,0,1,100426,1,NA,1,1,2021-02-01T00:00:00Z,303,23932,17954,1,NA,34,1994-06-15T00:00:00Z,10,2014-01-16T00:00:00Z,34,1995-11-17T00:00:00Z,NA,Protopterus aethiopicus congicus,Protopterus aethiopicus congicus congicus,Protopterus aethiopicus
Protopterus aethiopicus mesmaekeri mesmaekeri,synonym,8734,Protopterus aethiopicus,Dipneusti,Ceratodontiformes,Protopteridae,Protopterus,Marbled lungfish,TRUE,aethiopicus,1,0,34168,Protopterus,aethiopicus mesmaekeri,"Poll, 1961",1961,3498,34168,mesmaekeri,The subspecific epithet must be spelled <i>mesmaeker*s*i</i>.,NA,NA,NA,0,0,junior synonym,NA,original combination,0,1,ISSsp,0,0,0,100428,255,NA,0,9,NA,NA,23933,17954,1,NA,675,2002-12-09T00:00:00Z,10,2014-01-16T00:00:00Z,NA,NA,NA,Protopterus aethiopicus mesmaekeri,Protopterus aethiopicus mesmaekeri mesmaekeri,Protopterus aethiopicus
Protopterus aethiopicus mesmaekersi mesmaekersi,synonym,8734,Protopterus aethiopicus,Dipneusti,Ceratodontiformes,Protopteridae,Protopterus,Marbled lungfish,TRUE,aethiopicus,1,0,34168,Protopterus,aethiopicus mesmaekersi,"Poll, 1961",1961,3498,34168,mesmaekersi,NA,"Named after Is. Mesmaekers, commander in Boma (Ref. 40587).",NA,NA,0,0,junior synonym,NA,original combination,1,0,NA,0,0,1,100427,1,NA,1,1,2021-02-01T00:00:00Z,303,23933,17954,1,NA,34,1994-06-15T00:00:00Z,10,2014-01-16T00:00:00Z,34,1995-11-17T00:00:00Z,NA,Protopterus aethiopicus mesmaekersi,Protopterus aethiopicus mesmaekersi mesmaekersi,Protopterus aethiopicus
