Species,FbSpecCode,Order,Family
Brachypetersius notospilus,11123,Characiformes,Alestidae
Brachypetersius pseudonummifer,11125,Characiformes,Alestidae
Brevimyrus niger,5207,Osteoglossiformes,Mormyridae
Brevitrygon imbricata,13150,Myliobatiformes,Dasyatidae
Brienomyrus adustus,10826,Osteoglossiformes,Mormyridae
Brienomyrus brachyistius,5208,Osteoglossiformes,Mormyridae
Brienomyrus longianalis,5209,Osteoglossiformes,Mormyridae
Brycinus abeli,11078,Characiformes,Alestidae
Brycinus affinis,11079,Characiformes,Alestidae
Brycinus bartoni,11081,Characiformes,Alestidae
Brycinus batesii,11082,Characiformes,Alestidae
Brycinus bimaculatus,11083,Characiformes,Alestidae
Brycinus brevis,5239,Characiformes,Alestidae
Brycinus carmesinus,11085,Characiformes,Alestidae
Brycinus carolinae,5236,Characiformes,Alestidae
Brycinus comptus,11104,Characiformes,Alestidae
Brycinus derhami,11086,Characiformes,Alestidae
Brycinus epuluensis,68091,Characiformes,Alestidae
Brycinus ferox,62100,Characiformes,Alestidae
Brycinus fwaensis,58191,Characiformes,Alestidae
Brycinus grandisquamis,11087,Characiformes,Alestidae
Brycinus humilis,11088,Characiformes,Alestidae
Brycinus imberi,5238,Characiformes,Alestidae
Brycinus intermedius,5233,Characiformes,Alestidae
Brycinus jacksonii,11089,Characiformes,Alestidae
Brycinus kingsleyae,11090,Characiformes,Alestidae
Brycinus lateralis,11874,Characiformes,Alestidae
Brycinus leuciscus,5231,Characiformes,Alestidae
Brycinus macrolepidotus,5240,Characiformes,Alestidae
Brycinus minutus,62101,Characiformes,Alestidae
Brycinus nigricauda,5237,Characiformes,Alestidae
Brycinus nurse,5235,Characiformes,Alestidae
Brycinus opisthotaenia,11093,Characiformes,Alestidae
Brycinus peringueyi,11094,Characiformes,Alestidae
Brycinus poptae,11095,Characiformes,Alestidae
Brycinus rhodopleura,11096,Characiformes,Alestidae
Brycinus sadleri,4648,Characiformes,Alestidae
Brycinus schoutedeni,11097,Characiformes,Alestidae
Brycinus taeniurus,11101,Characiformes,Alestidae
Brycinus tessmanni,11102,Characiformes,Alestidae
Brycinus tholloni,11103,Characiformes,Alestidae
Bryconaethiops boulengeri,11126,Characiformes,Alestidae
Bryconaethiops macrops,11127,Characiformes,Alestidae
Bryconaethiops microstoma,11128,Characiformes,Alestidae
Bryconaethiops quinquesquamae,2322,Characiformes,Alestidae
Bryconaethiops yseuxi,64712,Characiformes,Alestidae
Bryconalestes longipinnis,5234,Characiformes,Alestidae
Buccochromis atritaeniatus,2246,Cichliformes,Cichlidae
Buccochromis heterotaenia,2245,Cichliformes,Cichlidae
Buccochromis lepturus,2243,Cichliformes,Cichlidae
Buccochromis nototaenia,2242,Cichliformes,Cichlidae
Buccochromis oculatus,2247,Cichliformes,Cichlidae
Buccochromis rhoadesii,2244,Cichliformes,Cichlidae
Buccochromis spectabilis,2248,Cichliformes,Cichlidae
Butis butis,8035,Gobiiformes,Butidae
Butis koilomatodon,8036,Gobiiformes,Butidae
Butis melanostigma,23085,Gobiiformes,Butidae
Caecobarbus geertsii,6100,Cypriniformes,Cyprinidae
Callochromis macrops,8122,Cichliformes,Cichlidae
Callochromis melanostigma,8149,Cichliformes,Cichlidae
Callochromis pleurospilus,8151,Cichliformes,Cichlidae
Callopanchax huwaldi,61574,Cyprinodontiformes,Nothobranchiidae
Callopanchax monroviae,9768,Cyprinodontiformes,Nothobranchiidae
Callopanchax occidentalis,9772,Cyprinodontiformes,Nothobranchiidae
Callopanchax sidibeorum,65480,Cyprinodontiformes,Nothobranchiidae
Callopanchax toddi,9797,Cyprinodontiformes,Nothobranchiidae
Campylomormyrus alces,10838,Osteoglossiformes,Mormyridae
Campylomormyrus bredoi,10840,Osteoglossiformes,Mormyridae
Campylomormyrus cassaicus,10841,Osteoglossiformes,Mormyridae
Campylomormyrus christyi,10843,Osteoglossiformes,Mormyridae
Campylomormyrus compressirostris,67417,Osteoglossiformes,Mormyridae
Campylomormyrus curvirostris,10844,Osteoglossiformes,Mormyridae
Campylomormyrus elephas,10845,Osteoglossiformes,Mormyridae
Campylomormyrus luapulaensis,10846,Osteoglossiformes,Mormyridae
Campylomormyrus mirus,10847,Osteoglossiformes,Mormyridae
Campylomormyrus numenius,10849,Osteoglossiformes,Mormyridae
Campylomormyrus orycteropus,10850,Osteoglossiformes,Mormyridae
Campylomormyrus phantasticus,10852,Osteoglossiformes,Mormyridae
Campylomormyrus rhynchophorus,10854,Osteoglossiformes,Mormyridae
Campylomormyrus tamandua,5076,Osteoglossiformes,Mormyridae
Campylomormyrus tshokwe,10855,Osteoglossiformes,Mormyridae
Caprichromis liemi,2262,Cichliformes,Cichlidae
Caprichromis orthognathus,2261,Cichliformes,Cichlidae
Caranx fischeri,63514,Carangiformes,Carangidae
Caranx latus,1935,Carangiformes,Carangidae
Caranx sexfasciatus,1917,Carangiformes,Carangidae
Carasobarbus fritschii,11354,Cypriniformes,Cyprinidae
Carasobarbus harterti,11355,Cypriniformes,Cyprinidae
Carasobarbus moulouyensis,68138,Cypriniformes,Cyprinidae
Carassius auratus,271,Cypriniformes,Cyprinidae
Carassius carassius,270,Cypriniformes,Cyprinidae
Carcharhinus leucas,873,Carcharhiniformes,Carcharhinidae
Cardiopharynx schoutedeni,8153,Cichliformes,Cichlidae
Carlarius gigas,4945,Siluriformes,Ariidae
Carlarius heudelotii,4928,Siluriformes,Ariidae
Chalinochromis brichardi,8154,Cichliformes,Cichlidae
Chalinochromis cyanophleps,67481,Cichliformes,Cichlidae
Chalinochromis popelini,8155,Cichliformes,Cichlidae
Champsochromis caeruleus,2249,Cichliformes,Cichlidae
Champsochromis spilorhynchus,2250,Cichliformes,Cichlidae
Channa maculata,8701,Anabantiformes,Channidae
Channa striata,343,Anabantiformes,Channidae
Channallabes alvarezi,9466,Siluriformes,Clariidae
Channallabes apus,9445,Siluriformes,Clariidae
Channallabes longicaudatus,63454,Siluriformes,Clariidae
Channallabes sanghaensis,63457,Siluriformes,Clariidae
Channallabes teugelsi,63456,Siluriformes,Clariidae
Chanos chanos,80,Gonorynchiformes,Chanidae
Cheilobarbus capensis,6090,Cypriniformes,Cyprinidae
Cheilobarbus serra,6095,Cypriniformes,Cyprinidae
Cheilochromis euchilus,2142,Cichliformes,Cichlidae
Chelaethiops bibie,5270,Cypriniformes,Danionidae
Chelaethiops congicus,11511,Cypriniformes,Danionidae
Chelaethiops elongatus,11513,Cypriniformes,Danionidae
Chelaethiops minutus,11514,Cypriniformes,Danionidae
Chelaethiops rukwaensis,11515,Cypriniformes,Danionidae
Chelon auratus,1735,Mugiliformes,Mugilidae
Chelon dumerili,5115,Mugiliformes,Mugilidae
Chelon labrosus,2499,Mugiliformes,Mugilidae
Chelon ramada,4583,Mugiliformes,Mugilidae
Chelon richardsonii,5146,Mugiliformes,Mugilidae
Chelonodontops patoca,6610,Tetraodontiformes,Tetraodontidae
Chetia brevicauda,61951,Cichliformes,Cichlidae
Chetia brevis,6701,Cichliformes,Cichlidae
Chetia flaviventris,5357,Cichliformes,Cichlidae
Chetia gracilis,6900,Cichliformes,Cichlidae
Chetia mola,6881,Cichliformes,Cichlidae
Chetia welwitschi,6882,Cichliformes,Cichlidae
Chilochromis duponti,6883,Cichliformes,Cichlidae
Chiloglanis angolensis,9485,Siluriformes,Mochokidae
Chiloglanis anoterus,9486,Siluriformes,Mochokidae
Chiloglanis asymetricaudalis,51572,Siluriformes,Mochokidae
Chiloglanis batesii,9487,Siluriformes,Mochokidae
Chiloglanis benuensis,9488,Siluriformes,Mochokidae
Chiloglanis bifurcus,6196,Siluriformes,Mochokidae
Chiloglanis brevibarbis,7307,Siluriformes,Mochokidae
Chiloglanis camarabounyi,68382,Siluriformes,Mochokidae
Chiloglanis cameronensis,9489,Siluriformes,Mochokidae
Chiloglanis carnosus,9490,Siluriformes,Mochokidae
Chiloglanis congicus,9491,Siluriformes,Mochokidae
Chiloglanis deckenii,9484,Siluriformes,Mochokidae
Chiloglanis devosi,68380,Siluriformes,Mochokidae
Chiloglanis dialloi,68391,Siluriformes,Mochokidae
Chiloglanis disneyi,9492,Siluriformes,Mochokidae
Chiloglanis elisabethianus,9493,Siluriformes,Mochokidae
Chiloglanis emarginatus,9494,Siluriformes,Mochokidae
Chiloglanis fasciatus,9495,Siluriformes,Mochokidae
Chiloglanis harbinger,27202,Siluriformes,Mochokidae
Chiloglanis igamba,66307,Siluriformes,Mochokidae
Chiloglanis kabaensis,68390,Siluriformes,Mochokidae
Chiloglanis kalambo,53153,Siluriformes,Mochokidae
Chiloglanis kazumbei,66308,Siluriformes,Mochokidae
Chiloglanis kerioensis,68379,Siluriformes,Mochokidae
Chiloglanis kolente,68389,Siluriformes,Mochokidae
Chiloglanis lamottei,2450,Siluriformes,Mochokidae
Chiloglanis loffabrevum,68394,Siluriformes,Mochokidae
Chiloglanis longibarbis,68397,Siluriformes,Mochokidae
Chiloglanis lufirae,9496,Siluriformes,Mochokidae
Chiloglanis lukugae,9497,Siluriformes,Mochokidae
Chiloglanis macropterus,9498,Siluriformes,Mochokidae
Chiloglanis marlieri,9499,Siluriformes,Mochokidae
Chiloglanis mbozi,53139,Siluriformes,Mochokidae
Chiloglanis micropogon,66461,Siluriformes,Mochokidae
Chiloglanis microps,9501,Siluriformes,Mochokidae
Chiloglanis mongoensis,69088,Siluriformes,Mochokidae
Chiloglanis neumanni,8377,Siluriformes,Mochokidae
Chiloglanis niger,12807,Siluriformes,Mochokidae
Chiloglanis niloticus,9503,Siluriformes,Mochokidae
Chiloglanis normani,2451,Siluriformes,Mochokidae
Chiloglanis nzerekore,68399,Siluriformes,Mochokidae
Chiloglanis occidentalis,2452,Siluriformes,Mochokidae
Chiloglanis orthodontus,66309,Siluriformes,Mochokidae
Chiloglanis paratus,9504,Siluriformes,Mochokidae
Chiloglanis pezoldi,68398,Siluriformes,Mochokidae
Chiloglanis pojeri,9505,Siluriformes,Mochokidae
Chiloglanis polyodon,9506,Siluriformes,Mochokidae
Chiloglanis polypogon,12808,Siluriformes,Mochokidae
Chiloglanis pretoriae,9507,Siluriformes,Mochokidae
Chiloglanis productus,62847,Siluriformes,Mochokidae
Chiloglanis reticulatus,27200,Siluriformes,Mochokidae
Chiloglanis rukwaensis,53135,Siluriformes,Mochokidae
Chiloglanis ruziziensis,51574,Siluriformes,Mochokidae
Chiloglanis sanagaensis,27201,Siluriformes,Mochokidae
Chiloglanis sardinhai,9508,Siluriformes,Mochokidae
Chiloglanis somereni,9509,Siluriformes,Mochokidae
Chiloglanis swierstrai,9510,Siluriformes,Mochokidae
Chiloglanis trilobatus,53136,Siluriformes,Mochokidae
Chiloglanis tweddlei,68401,Siluriformes,Mochokidae
Chiloglanis voltae,9511,Siluriformes,Mochokidae
Chiloglanis waterloti,68406,Siluriformes,Mochokidae
Chilotilapia rhoadesii,2143,Cichliformes,Cichlidae
Chindongo ater,2356,Cichliformes,Cichlidae
Chindongo bellicosus,68971,Cichliformes,Cichlidae
Chindongo cyaneus,2361,Cichliformes,Cichlidae
Chindongo demasoni,53380,Cichliformes,Cichlidae
Chindongo elongatus,2363,Cichliformes,Cichlidae
Chindongo flavus,2365,Cichliformes,Cichlidae
Chindongo heteropictus,2371,Cichliformes,Cichlidae
Chindongo longior,50872,Cichliformes,Cichlidae
Chindongo minutus,2378,Cichliformes,Cichlidae
Chindongo saulosi,8341,Cichliformes,Cichlidae
Chindongo socolofi,2380,Cichliformes,Cichlidae
Chromidotilapia cavalliensis,8634,Cichliformes,Cichlidae
Chromidotilapia elongata,60335,Cichliformes,Cichlidae
Chromidotilapia guntheri,8159,Cichliformes,Cichlidae
Chromidotilapia kingsleyae,8161,Cichliformes,Cichlidae
Chromidotilapia linkei,8162,Cichliformes,Cichlidae
Chromidotilapia mamonekenei,60336,Cichliformes,Cichlidae
Chromidotilapia schoutedeni,8163,Cichliformes,Cichlidae
Chrysichthys acsiorum,63693,Siluriformes,Claroteidae
Chrysichthys aluuensis,9289,Siluriformes,Claroteidae
Chrysichthys ansorgii,9290,Siluriformes,Claroteidae
Chrysichthys auratus,2443,Siluriformes,Claroteidae
Chrysichthys bocagii,9293,Siluriformes,Claroteidae
Chrysichthys brachynema,9294,Siluriformes,Claroteidae
Chrysichthys brevibarbis,9295,Siluriformes,Claroteidae
Chrysichthys cranchii,9296,Siluriformes,Claroteidae
Chrysichthys dageti,56804,Siluriformes,Claroteidae
Chrysichthys delhezi,9297,Siluriformes,Claroteidae
Chrysichthys dendrophorus,9361,Siluriformes,Claroteidae
Chrysichthys depressus,9335,Siluriformes,Claroteidae
Chrysichthys duttoni,9298,Siluriformes,Claroteidae
Chrysichthys habereri,9304,Siluriformes,Claroteidae
Chrysichthys helicophagus,9305,Siluriformes,Claroteidae
Chrysichthys hildae,12285,Siluriformes,Claroteidae
Chrysichthys johnelsi,2444,Siluriformes,Claroteidae
Chrysichthys laticeps,9307,Siluriformes,Claroteidae
Chrysichthys levequei,12815,Siluriformes,Claroteidae
Chrysichthys longibarbis,9308,Siluriformes,Claroteidae
Chrysichthys longidorsalis,9309,Siluriformes,Claroteidae
Chrysichthys longipinnis,9311,Siluriformes,Claroteidae
Chrysichthys mabusi,9312,Siluriformes,Claroteidae
Chrysichthys macropterus,9313,Siluriformes,Claroteidae
Chrysichthys maurus,2441,Siluriformes,Claroteidae
Chrysichthys nigrodigitatus,2440,Siluriformes,Claroteidae
Chrysichthys nyongensis,9310,Siluriformes,Claroteidae
Chrysichthys okae,9315,Siluriformes,Claroteidae
Chrysichthys ornatus,9316,Siluriformes,Claroteidae
Chrysichthys polli,60382,Siluriformes,Claroteidae
Chrysichthys praecox,64761,Siluriformes,Claroteidae
Chrysichthys punctatus,9319,Siluriformes,Claroteidae
Chrysichthys rueppelli,9320,Siluriformes,Claroteidae
Chrysichthys sharpii,9321,Siluriformes,Claroteidae
Chrysichthys teugelsi,2442,Siluriformes,Claroteidae
Chrysichthys thonneri,9324,Siluriformes,Claroteidae
Chrysichthys turkana,64268,Siluriformes,Claroteidae
Chrysichthys uniformis,9326,Siluriformes,Claroteidae
Chrysichthys wagenaari,9328,Siluriformes,Claroteidae
Chrysichthys walkeri,2445,Siluriformes,Claroteidae
Cirrhinus cirrhosus,4494,Cypriniformes,Cyprinidae
Citharichthys stampflii,4942,Pleuronectiformes,Cyclopsettidae
Citharidium ansorgii,5266,Characiformes,Citharinidae
Citharinops distichodoides,5267,Characiformes,Citharinidae
Citharinus citharus,5269,Characiformes,Citharinidae
Citharinus congicus,11266,Characiformes,Citharinidae
Citharinus eburneensis,6079,Characiformes,Citharinidae
Citharinus gibbosus,11267,Characiformes,Citharinidae
Citharinus latus,5268,Characiformes,Citharinidae
Citharinus macrolepis,11268,Characiformes,Citharinidae
Clariallabes attemsi,9446,Siluriformes,Clariidae
Clariallabes brevibarbis,9447,Siluriformes,Clariidae
Clariallabes centralis,9448,Siluriformes,Clariidae
Clariallabes heterocephalus,9450,Siluriformes,Clariidae
Clariallabes laticeps,9451,Siluriformes,Clariidae
Clariallabes longicauda,9452,Siluriformes,Clariidae
Clariallabes manyangae,9453,Siluriformes,Clariidae
Clariallabes melas,9454,Siluriformes,Clariidae
Clariallabes mutsindoziensis,50850,Siluriformes,Clariidae
Clariallabes petricola,9455,Siluriformes,Clariidae
Clariallabes pietschmanni,9456,Siluriformes,Clariidae
Clariallabes platyprosopos,9457,Siluriformes,Clariidae
Clariallabes simeonsi,9458,Siluriformes,Clariidae
Clariallabes teugelsi,9449,Siluriformes,Clariidae
Clariallabes uelensis,9459,Siluriformes,Clariidae
Clariallabes variabilis,9460,Siluriformes,Clariidae
Clarias agboyiensis,2098,Siluriformes,Clariidae
Clarias albopunctatus,2097,Siluriformes,Clariidae
Clarias alluaudi,2103,Siluriformes,Clariidae
Clarias angolensis,2092,Siluriformes,Clariidae
Clarias anguillaris,376,Siluriformes,Clariidae
Clarias buettikoferi,2096,Siluriformes,Clariidae
Clarias buthupogon,2095,Siluriformes,Clariidae
Clarias camerunensis,2111,Siluriformes,Clariidae
Clarias cavernicola,2106,Siluriformes,Clariidae
Clarias dhonti,2315,Siluriformes,Clariidae
Clarias dumerilii,2110,Siluriformes,Clariidae
Clarias ebriensis,2105,Siluriformes,Clariidae
Clarias engelseni,2316,Siluriformes,Clariidae
Clarias gabonensis,2094,Siluriformes,Clariidae
Clarias gariepinus,1934,Siluriformes,Clariidae
Clarias hilli,2317,Siluriformes,Clariidae
Clarias jaensis,237,Siluriformes,Clariidae
Clarias laeviceps,2108,Siluriformes,Clariidae
Clarias lamottei,1932,Siluriformes,Clariidae
Clarias liocephalus,2313,Siluriformes,Clariidae
Clarias longior,2314,Siluriformes,Clariidae
Clarias maclareni,2091,Siluriformes,Clariidae
Clarias macromystax,2093,Siluriformes,Clariidae
Clarias monsembulai,69831,Siluriformes,Clariidae
Clarias ngamensis,2089,Siluriformes,Clariidae
Clarias nigromarmoratus,2107,Siluriformes,Clariidae
Clarias pachynema,2102,Siluriformes,Clariidae
Clarias platycephalus,990,Siluriformes,Clariidae
Clarias salae,2099,Siluriformes,Clariidae
Clarias stappersii,2090,Siluriformes,Clariidae
Clarias submarginatus,2100,Siluriformes,Clariidae
Clarias theodorae,2101,Siluriformes,Clariidae
Clarias werneri,2104,Siluriformes,Clariidae
Clarotes bidorsalis,9329,Siluriformes,Claroteidae
Clarotes laticeps,5463,Siluriformes,Claroteidae
Clupeocharax schoutedeni,11129,Characiformes,Alestidae
Clypeobarbus bellcrossi,11309,Cypriniformes,Cyprinidae
Clypeobarbus bomokandi,64779,Cypriniformes,Cyprinidae
Clypeobarbus breviclipeus,68141,Cypriniformes,Cyprinidae
Clypeobarbus congicus,11343,Cypriniformes,Cyprinidae
Clypeobarbus hypsolepis,2415,Cypriniformes,Cyprinidae
Clypeobarbus matthesi,11407,Cypriniformes,Cyprinidae
Clypeobarbus pleuropholis,5304,Cypriniformes,Cyprinidae
Clypeobarbus pseudognathodon,11452,Cypriniformes,Cyprinidae
Clypeobarbus schoutedeni,11472,Cypriniformes,Cyprinidae
Cobitis maroccana,25873,Cypriniformes,Cobitidae
Coelotilapia joka,8915,Cichliformes,Cichlidae
Coilia dussumieri,625,Clupeiformes,Engraulidae
Congocharax olbrechtsi,11176,Characiformes,Distichodontidae
Congochromis dimidiatus,8642,Cichliformes,Cichlidae
Congochromis pugnatus,63586,Cichliformes,Cichlidae
Congochromis robustus,66656,Cichliformes,Cichlidae
Congochromis sabinae,62150,Cichliformes,Cichlidae
Congochromis squamiceps,8648,Cichliformes,Cichlidae
Congoglanis alula,9424,Siluriformes,Amphiliidae
Congoglanis howesi,66726,Siluriformes,Amphiliidae
Congoglanis inga,66389,Siluriformes,Amphiliidae
Congoglanis sagitta,66390,Siluriformes,Amphiliidae
Congolapia bilineata,8899,Cichliformes,Cichlidae
Congolapia crassa,66747,Cichliformes,Cichlidae
Congolapia louna,66749,Cichliformes,Cichlidae
Congopanchax brichardi,9685,Cyprinodontiformes,Procatopodidae
Congopanchax myersi,9686,Cyprinodontiformes,Procatopodidae
Congothrissa gossei,1555,Clupeiformes,Dorosomatidae
Copadichromis atripinnis,59740,Cichliformes,Cichlidae
Copadichromis azureus,8164,Cichliformes,Cichlidae
Copadichromis borleyi,2312,Cichliformes,Cichlidae
Copadichromis chizumuluensis,62868,Cichliformes,Cichlidae
Copadichromis chrysonotus,2288,Cichliformes,Cichlidae
Copadichromis cyaneus,2290,Cichliformes,Cichlidae
Copadichromis cyanocephalus,62872,Cichliformes,Cichlidae
Copadichromis diplostigma,62870,Cichliformes,Cichlidae
Copadichromis geertsi,60338,Cichliformes,Cichlidae
Copadichromis ilesi,60339,Cichliformes,Cichlidae
Copadichromis insularis,62871,Cichliformes,Cichlidae
Copadichromis jacksoni,2311,Cichliformes,Cichlidae
Copadichromis likomae,2285,Cichliformes,Cichlidae
Copadichromis mbenjii,8361,Cichliformes,Cichlidae
Copadichromis melas,62874,Cichliformes,Cichlidae
Copadichromis mloto,2295,Cichliformes,Cichlidae
Copadichromis nkatae,2287,Cichliformes,Cichlidae
Copadichromis parvus,62873,Cichliformes,Cichlidae
Copadichromis pleurostigma,2283,Cichliformes,Cichlidae
Copadichromis pleurostigmoides,2284,Cichliformes,Cichlidae
Copadichromis quadrimaculatus,2286,Cichliformes,Cichlidae
Copadichromis trewavasae,60340,Cichliformes,Cichlidae
Copadichromis trimaculatus,2289,Cichliformes,Cichlidae
Copadichromis verduyni,8338,Cichliformes,Cichlidae
Copadichromis virginalis,2296,Cichliformes,Cichlidae
Coptodon bakossiorum,10670,Cichliformes,Cichlidae
Coptodon bemini,8897,Cichliformes,Cichlidae
Coptodon bythobates,10672,Cichliformes,Cichlidae
Coptodon cameronensis,8910,Cichliformes,Cichlidae
Coptodon camerunensis,8911,Cichliformes,Cichlidae
Coptodon coffea,8912,Cichliformes,Cichlidae
Coptodon congica,8913,Cichliformes,Cichlidae
Coptodon dageti,2486,Cichliformes,Cichlidae
Coptodon deckerti,8914,Cichliformes,Cichlidae
Coptodon discolor,2487,Cichliformes,Cichlidae
Coptodon ejagham,65867,Cichliformes,Cichlidae
Coptodon flava,10673,Cichliformes,Cichlidae
Coptodon fusiforme,65870,Cichliformes,Cichlidae
Coptodon guineensis,2488,Cichliformes,Cichlidae
Coptodon gutturosa,10675,Cichliformes,Cichlidae
Coptodon imbriferna,10677,Cichliformes,Cichlidae
Coptodon ismailiaensis,61390,Cichliformes,Cichlidae
Coptodon konkourensis,66557,Cichliformes,Cichlidae
Coptodon kottae,8919,Cichliformes,Cichlidae
Coptodon louka,8921,Cichliformes,Cichlidae
Coptodon margaritacea,9223,Cichliformes,Cichlidae
Coptodon nigrans,65868,Cichliformes,Cichlidae
Coptodon nyongana,8925,Cichliformes,Cichlidae
Coptodon rendalli,1397,Cichliformes,Cichlidae
Coptodon rheophila,8928,Cichliformes,Cichlidae
Coptodon snyderae,10678,Cichliformes,Cichlidae
Coptodon spongotroktis,10679,Cichliformes,Cichlidae
Coptodon tholloni,8932,Cichliformes,Cichlidae
Coptodon thysi,10680,Cichliformes,Cichlidae
Coptodon walteri,2490,Cichliformes,Cichlidae
Coptodon zillii,1390,Cichliformes,Cichlidae
Coptostomabarbus bellcrossi,11516,Cypriniformes,Cyprinidae
Coptostomabarbus wittei,11517,Cypriniformes,Cyprinidae
Corematodus shiranus,2268,Cichliformes,Cichlidae
Corematodus taeniatus,2269,Cichliformes,Cichlidae
Coryogalops william,9972,Gobiiformes,Gobiidae
Cotylopus acutipinnis,9942,Gobiiformes,Gobiidae
Cotylopus rubripinnis,62745,Gobiiformes,Gobiidae
Crenimugil buchanani,4817,Mugiliformes,Mugilidae
Crenimugil seheli,5659,Mugiliformes,Mugilidae
Croilia mossambica,6338,Gobiiformes,Gobiidae
Cromeria nilotica,5225,Gonorynchiformes,Kneriidae
Cromeria occidentalis,11075,Gonorynchiformes,Kneriidae
Ctenochromis pectoralis,6819,Cichliformes,Cichlidae
Ctenochromis scatebra,69810,Cichliformes,Cichlidae
Ctenopharyngodon idella,79,Cypriniformes,Xenocyprididae
Ctenopharynx intermedius,2213,Cichliformes,Cichlidae
Ctenopharynx nitidus,2212,Cichliformes,Cichlidae
Ctenopharynx pictus,2214,Cichliformes,Cichlidae
Ctenopoma acutirostre,10029,Anabantiformes,Anabantidae
Ctenopoma ashbysmithi,10032,Anabantiformes,Anabantidae
Ctenopoma gabonense,65294,Anabantiformes,Anabantidae
Ctenopoma garuanum,10039,Anabantiformes,Anabantidae
Ctenopoma houyi,63214,Anabantiformes,Anabantidae
Ctenopoma kingsleyae,2496,Anabantiformes,Anabantidae
Ctenopoma maculatum,10042,Anabantiformes,Anabantidae
Ctenopoma multispine,10028,Anabantiformes,Anabantidae
Ctenopoma muriei,10043,Anabantiformes,Anabantidae
Ctenopoma nebulosum,12801,Anabantiformes,Anabantidae
Ctenopoma nigropannosum,4779,Anabantiformes,Anabantidae
Ctenopoma ocellatum,10046,Anabantiformes,Anabantidae
Ctenopoma pellegrini,10049,Anabantiformes,Anabantidae
Ctenopoma petherici,10050,Anabantiformes,Anabantidae
Ctenopoma riggenbachi,10051,Anabantiformes,Anabantidae
Ctenopoma weeksii,10047,Anabantiformes,Anabantidae
Cunningtonia longiventralis,8165,Cichliformes,Cichlidae
Cyathochromis obliquidens,8337,Cichliformes,Cichlidae
Cyathopharynx furcifer,8570,Cichliformes,Cichlidae
Cyclopharynx fwae,8571,Cichliformes,Cichlidae
Cyclopharynx schwetzi,6888,Cichliformes,Cichlidae
Cynoglossus lingua,8238,Pleuronectiformes,Cynoglossidae
Cynoglossus senegalensis,4951,Pleuronectiformes,Cynoglossidae
Cynotilapia afra,2323,Cichliformes,Cichlidae
Cynotilapia aurifrons,66364,Cichliformes,Cichlidae
Cynotilapia axelrodi,2324,Cichliformes,Cichlidae
Cynotilapia chilundu,68970,Cichliformes,Cichlidae
Cynotilapia zebroides,8355,Cichliformes,Cichlidae
Cyphomyrus aelsbroecki,10865,Osteoglossiformes,Mormyridae
Cyphomyrus cubangoensis,68983,Osteoglossiformes,Mormyridae
Cyphomyrus discorhynchus,5407,Osteoglossiformes,Mormyridae
Cyphomyrus lufirae,69157,Osteoglossiformes,Mormyridae
Cyphomyrus macrops,10869,Osteoglossiformes,Mormyridae
Cyphomyrus petherici,11031,Osteoglossiformes,Mormyridae
Cyphomyrus psittacus,5088,Osteoglossiformes,Mormyridae
Cyphomyrus wilverthi,10878,Osteoglossiformes,Mormyridae
Cyphotilapia frontosa,8572,Cichliformes,Cichlidae
Cyphotilapia gibberosa,61777,Cichliformes,Cichlidae
Cyprichromis coloratus,62729,Cichliformes,Cichlidae
Cyprichromis leptosoma,8573,Cichliformes,Cichlidae
Cyprichromis microlepidotus,8574,Cichliformes,Cichlidae
Cyprichromis pavo,60278,Cichliformes,Cichlidae
Cyprichromis zonatus,60277,Cichliformes,Cichlidae
Cyprinus carpio,1450,Cypriniformes,Cyprinidae
Cyrtocara moorii,2221,Cichliformes,Cichlidae
Dagetichthys lakdoensis,10100,Pleuronectiformes,Soleidae
Denticeps clupeoides,4527,Clupeiformes,Denticipitidae
Dicentrarchus labrax,63,Eupercaria/misc,Moronidae
Dimidiochromis compressiceps,2137,Cichliformes,Cichlidae
Dimidiochromis dimidiatus,2135,Cichliformes,Cichlidae
Dimidiochromis kiwinge,2136,Cichliformes,Cichlidae
Dimidiochromis strigatus,2134,Cichliformes,Cichlidae
Dinotopterus cunningtoni,9463,Siluriformes,Clariidae
Diplotaxodon aeneus,52738,Cichliformes,Cichlidae
Diplotaxodon altus,69829,Cichliformes,Cichlidae
Diplotaxodon apogon,52737,Cichliformes,Cichlidae
Diplotaxodon argenteus,2263,Cichliformes,Cichlidae
Diplotaxodon dentatus,69811,Cichliformes,Cichlidae
Diplotaxodon ecclesi,2264,Cichliformes,Cichlidae
Diplotaxodon greenwoodi,2265,Cichliformes,Cichlidae
Diplotaxodon limnothrissa,57569,Cichliformes,Cichlidae
Diplotaxodon longimaxilla,69830,Cichliformes,Cichlidae
Diplotaxodon macrops,52731,Cichliformes,Cichlidae
Distichodus affinis,11181,Characiformes,Distichodontidae
Distichodus altus,11182,Characiformes,Distichodontidae
Distichodus antonii,11183,Characiformes,Distichodontidae
Distichodus atroventralis,11184,Characiformes,Distichodontidae
Distichodus brevipinnis,5255,Characiformes,Distichodontidae
Distichodus decemmaculatus,11188,Characiformes,Distichodontidae
Distichodus engycephalus,5254,Characiformes,Distichodontidae
Distichodus fasciolatus,11190,Characiformes,Distichodontidae
Distichodus hypostomatus,11191,Characiformes,Distichodontidae
Distichodus ingae,69120,Characiformes,Distichodontidae
Distichodus kasaiensis,69117,Characiformes,Distichodontidae
