speciesName	status	fbSpecCode	validName	class	order	family	genus	commonName	commonSpecies
Acanthurus delisianus	synonym	1257	Acanthurus leucosternon	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Powderblue surgeonfish	TRUE
Acanthurus desjardinii	synonym	58791	Zebrasoma desjardinii	Teleostei	Acanthuriformes	Acanthuridae	Zebrasoma	Indian sail-fin surgeonfish	TRUE
Acanthurus dussumiere	synonym	1256	Acanthurus dussumieri	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Eyestripe surgeonfish	TRUE
Acanthurus dussumieri	accepted name	1256	Acanthurus dussumieri	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Eyestripe surgeonfish	TRUE
Acanthurus dussumierri	synonym	1256	Acanthurus dussumieri	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Eyestripe surgeonfish	TRUE
Acanthurus eparai	synonym	4744	Acanthurus olivaceus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Orangespot surgeonfish	TRUE
Acanthurus eparei	synonym	4744	Acanthurus olivaceus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Orangespot surgeonfish	TRUE
Acanthurus erythromelas	synonym	4744	Acanthurus olivaceus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Orangespot surgeonfish	TRUE
Acanthurus flavescens	synonym	6018	Zebrasoma flavescens	Teleostei	Acanthuriformes	Acanthuridae	Zebrasoma	Yellow tang	TRUE
Acanthurus flavoguttatus	synonym	1262	Ctenochaetus striatus	Teleostei	Acanthuriformes	Acanthuridae	Ctenochaetus	Striated surgeonfish	TRUE
Acanthurus fuliginosus	synonym	4739	Acanthurus nigrofuscus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Brown surgeonfish	TRUE
Acanthurus fuscus	synonym	4742	Acanthurus pyroferus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Chocolate surgeonfish	TRUE
Acanthurus gahhm	accepted name	17471	Acanthurus gahhm	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Black surgeonfish	TRUE
Acanthurus gahm	synonym	17471	Acanthurus gahhm	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Black surgeonfish	TRUE
Acanthurus gahm nigricauda	synonym	4747	Acanthurus nigricauda	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Epaulette surgeonfish	TRUE
Acanthurus gemmatus	synonym	7631	Zebrasoma gemmatum	Teleostei	Acanthuriformes	Acanthuridae	Zebrasoma	Spotted tang	TRUE
Acanthurus glaucoparecius	synonym	6011	Acanthurus nigricans	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Whitecheek surgeonfish	TRUE
Acanthurus glaucopareius	synonym	6011	Acanthurus nigricans	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Whitecheek surgeonfish	TRUE
Acanthurus guttatus	accepted name	4736	Acanthurus guttatus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Whitespotted surgeonfish	TRUE
Acanthurus hepatus	synonym	6017	Paracanthurus hepatus	Teleostei	Acanthuriformes	Acanthuridae	Paracanthurus	Palette surgeonfish	TRUE
Acanthurus hirudo	synonym	1260	Acanthurus triostegus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Convict surgeonfish	TRUE
Acanthurus hirundo	synonym	1260	Acanthurus triostegus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Convict surgeonfish	TRUE
Acanthurus humeralis	synonym	4744	Acanthurus olivaceus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Orangespot surgeonfish	TRUE
Acanthurus ketlitzii	synonym	1262	Ctenochaetus striatus	Teleostei	Acanthuriformes	Acanthuridae	Ctenochaetus	Striated surgeonfish	TRUE
Acanthurus kettlitzii	synonym	1262	Ctenochaetus striatus	Teleostei	Acanthuriformes	Acanthuridae	Ctenochaetus	Striated surgeonfish	TRUE
Acanthurus kingii	synonym	4307	Acanthurus bariene	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Black-spot surgeonfish	TRUE
Acanthurus lamarrii	synonym	1256	Acanthurus dussumieri	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Eyestripe surgeonfish	TRUE
Acanthurus leucocheilus	accepted name	4741	Acanthurus leucocheilus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Palelipped surgeonfish	TRUE
Acanthurus leucochilus	synonym	4741	Acanthurus leucocheilus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Palelipped surgeonfish	TRUE
Acanthurus leucopareius	accepted name	4737	Acanthurus leucopareius	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Whitebar surgeonfish	TRUE
Acanthurus leucosternon	accepted name	1257	Acanthurus leucosternon	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Powderblue surgeonfish	TRUE
Acanthurus leucosternum	synonym	1257	Acanthurus leucosternon	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Powderblue surgeonfish	TRUE
Acanthurus leuocheilus	synonym	4741	Acanthurus leucocheilus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Palelipped surgeonfish	TRUE
Acanthurus leuococheilus	synonym	4741	Acanthurus leucocheilus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Palelipped surgeonfish	TRUE
Acanthurus lineatus	accepted name	1258	Acanthurus lineatus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Lined surgeonfish	TRUE
Acanthurus lineolatus	synonym	4739	Acanthurus nigrofuscus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Brown surgeonfish	TRUE
Acanthurus lituratus	synonym	1264	Naso lituratus	Teleostei	Acanthuriformes	Acanthuridae	Naso	Orangespine unicornfish	TRUE
Acanthurus marginatus	synonym	6014	Ctenochaetus marginatus	Teleostei	Acanthuriformes	Acanthuridae	Ctenochaetus	Striped-fin surgeonfish	TRUE
Acanthurus mata	accepted name	1255	Acanthurus mata	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Elongate surgeonfish	TRUE
Acanthurus matoides	synonym	4739	Acanthurus nigrofuscus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Brown surgeonfish	TRUE
Acanthurus monroviae	accepted name	1800	Acanthurus monroviae	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Monrovia doctorfish	TRUE
Acanthurus monrovie	synonym	1800	Acanthurus monroviae	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Monrovia doctorfish	TRUE
Acanthurus nigricans	accepted name	6011	Acanthurus nigricans	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Whitecheek surgeonfish	TRUE
Acanthurus nigricauada	synonym	4747	Acanthurus nigricauda	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Epaulette surgeonfish	TRUE
Acanthurus nigricauda	accepted name	4747	Acanthurus nigricauda	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Epaulette surgeonfish	TRUE
Acanthurus nigricaudus	synonym	4747	Acanthurus nigricauda	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Epaulette surgeonfish	TRUE
Acanthurus nigrofuscus	accepted name	4739	Acanthurus nigrofuscus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Brown surgeonfish	TRUE
Acanthurus nigroris	accepted name	4738	Acanthurus nigroris	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Bluelined surgeonfish	TRUE
Acanthurus nigros	synonym	4738	Acanthurus nigroris	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Bluelined surgeonfish	TRUE
Acanthurus nummifer	synonym	4307	Acanthurus bariene	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Black-spot surgeonfish	TRUE
Acanthurus olicaceous	synonym	4744	Acanthurus olivaceus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Orangespot surgeonfish	TRUE
Acanthurus olivaceus	accepted name	4744	Acanthurus olivaceus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Orangespot surgeonfish	TRUE
Acanthurus pentazona	synonym	1260	Acanthurus triostegus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Convict surgeonfish	TRUE
Acanthurus philippinus	synonym	4734	Acanthurus thompsoni	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Thompson's surgeonfish	TRUE
Acanthurus phlebotomus	synonym	943	Acanthurus chirurgus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Doctorfish	TRUE
Acanthurus plagiatus	synonym	1259	Acanthurus tennentii	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Doubleband surgeonfish	TRUE
Acanthurus polyzona	accepted name	4732	Acanthurus polyzona	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Black-barred surgeonfish	TRUE
Acanthurus pyroferus	accepted name	4742	Acanthurus pyroferus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Chocolate surgeonfish	TRUE
Acanthurus rasi	synonym	1261	Acanthurus xanthopterus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Yellowfin surgeonfish	TRUE
Acanthurus reticulatus	synonym	1261	Acanthurus xanthopterus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Yellowfin surgeonfish	TRUE
Acanthurus rubropunctatus	synonym	4739	Acanthurus nigrofuscus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Brown surgeonfish	TRUE
Acanthurus ruppelii	synonym	4740	Acanthurus sohal	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Sohal surgeonfish	TRUE
Acanthurus scopas	synonym	5951	Zebrasoma scopas	Teleostei	Acanthuriformes	Acanthuridae	Zebrasoma	Twotone tang	TRUE
Acanthurus sohal	accepted name	4740	Acanthurus sohal	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Sohal surgeonfish	TRUE
Acanthurus striatus	synonym	1262	Ctenochaetus striatus	Teleostei	Acanthuriformes	Acanthuridae	Ctenochaetus	Striated surgeonfish	TRUE
Acanthurus strigosus	synonym	6015	Ctenochaetus strigosus	Teleostei	Acanthuriformes	Acanthuridae	Ctenochaetus	Spotted surgeonfish	TRUE
Acanthurus subarmatus	synonym	1260	Acanthurus triostegus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Convict surgeonfish	TRUE
Acanthurus suillus	synonym	5951	Zebrasoma scopas	Teleostei	Acanthuriformes	Acanthuridae	Zebrasoma	Twotone tang	TRUE
Acanthurus tennenti	synonym	1259	Acanthurus tennentii	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Doubleband surgeonfish	TRUE
Acanthurus tennentii	accepted name	1259	Acanthurus tennentii	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Doubleband surgeonfish	TRUE
Acanthurus theuthis	synonym	6017	Paracanthurus hepatus	Teleostei	Acanthuriformes	Acanthuridae	Paracanthurus	Palette surgeonfish	TRUE
Acanthurus thompsoni	accepted name	4734	Acanthurus thompsoni	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Thompson's surgeonfish	TRUE
Acanthurus triastegus	synonym	1260	Acanthurus triostegus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Convict surgeonfish	TRUE
Acanthurus triostegus	accepted name	1260	Acanthurus triostegus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Convict surgeonfish	TRUE
Acanthurus triostegus marquesensis	synonym	1260	Acanthurus triostegus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Convict surgeonfish	TRUE
Acanthurus triostegus polyzona	synonym	4732	Acanthurus polyzona	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Black-barred surgeonfish	TRUE
Acanthurus triostegus sandvicensis	synonym	1260	Acanthurus triostegus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Convict surgeonfish	TRUE
Acanthurus triostegus triostegus	synonym	1260	Acanthurus triostegus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Convict surgeonfish	TRUE
Acanthurus triostegust	synonym	1260	Acanthurus triostegus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Convict surgeonfish	TRUE
Acanthurus tristis	accepted name	12782	Acanthurus tristis	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Indian Ocean mimic surgeonfish	TRUE
Acanthurus undulatus	synonym	1256	Acanthurus dussumieri	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Eyestripe surgeonfish	TRUE
Acanthurus unicornis	synonym	1265	Naso unicornis	Teleostei	Acanthuriformes	Acanthuridae	Naso	Bluespine unicornfish	TRUE
Acanthurus velifer	synonym	1266	Zebrasoma velifer	Teleostei	Acanthuriformes	Acanthuridae	Zebrasoma	Sailfin tang	TRUE
Acanthurus vittatus	synonym	1258	Acanthurus lineatus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Lined surgeonfish	TRUE
Acanthurus weberi	synonym	1255	Acanthurus mata	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Elongate surgeonfish	TRUE
Acanthurus xanthopterus	accepted name	1261	Acanthurus xanthopterus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Yellowfin surgeonfish	TRUE
Acanthurus xanthurus	synonym	12023	Zebrasoma xanthurum	Teleostei	Acanthuriformes	Acanthuridae	Zebrasoma	Yellowtail tang	TRUE
Acanthurus zebra	synonym	1260	Acanthurus triostegus	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Convict surgeonfish	TRUE
Acantocybium solandri	synonym	89	Acanthocybium solandri	Teleostei	Scombriformes	Scombridae	Acanthocybium	Wahoo	TRUE
Acapoeta tanganicae	accepted name	11272	Acapoeta tanganicae	Teleostei	Cypriniformes	Cyprinidae	Acapoeta	NA	TRUE
Acara compressus	synonym	3612	Astronotus ocellatus	Teleostei	Cichliformes	Cichlidae	Astronotus	Oscar	TRUE
Acara hyposticta	synonym	3612	Astronotus ocellatus	Teleostei	Cichliformes	Cichlidae	Astronotus	Oscar	TRUE
Accipenser attilus	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Accipenser sturio	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acentrogobius aestuarius	synonym	4337	Istigobius spence	Teleostei	Gobiiformes	Gobiidae	Istigobius	Pearl goby	TRUE
Acentrogobius audax	accepted name	17032	Acentrogobius audax	Teleostei	Gobiiformes	Gobiidae	Acentrogobius	Mangrove goby	TRUE
Acentrogobius baliurus	synonym	52799	Arcygobius baliurus	Teleostei	Gobiiformes	Gobiidae	Arcygobius	Isthmus goby	TRUE
Acentrogobius balteata	synonym	11817	Redigobius balteatus	Teleostei	Gobiiformes	Gobiidae	Redigobius	Rhinohorn goby	TRUE
Acentrogobius balteatops	synonym	11703	Redigobius balteatops	Teleostei	Gobiiformes	Gobiidae	Redigobius	Bull goby	TRUE
Acentrogobius balteatus	synonym	11817	Redigobius balteatus	Teleostei	Gobiiformes	Gobiidae	Redigobius	Rhinohorn goby	TRUE
Acentrogobius belissimus	synonym	370	Exyrias belissimus	Teleostei	Gobiiformes	Gobiidae	Exyrias	Mud reef-goby	TRUE
Acentrogobius bellisimus	synonym	370	Exyrias belissimus	Teleostei	Gobiiformes	Gobiidae	Exyrias	Mud reef-goby	TRUE
Acentrogobius bellissimus	synonym	370	Exyrias belissimus	Teleostei	Gobiiformes	Gobiidae	Exyrias	Mud reef-goby	TRUE
Acentrogobius bonti	synonym	11660	Gobius bontii	Teleostei	Gobiiformes	Gobiidae	Gobius	NA	TRUE
Acentrogobius bontii	synonym	11660	Gobius bontii	Teleostei	Gobiiformes	Gobiidae	Gobius	NA	TRUE
Acentrogobius bontii triangularis	synonym	9944	Drombus triangularis	Teleostei	Gobiiformes	Gobiidae	Drombus	Brown drombus	TRUE
Acentrogobius caninus	accepted name	4894	Acentrogobius caninus	Teleostei	Gobiiformes	Gobiidae	Acentrogobius	Tropical sand goby	TRUE
Acentrogobius cauerensis	synonym	9950	Gnatholepis cauerensis	Teleostei	Gobiiformes	Gobiidae	Gnatholepis	Eyebar goby	TRUE
Acentrogobius decoratus	synonym	4328	Istigobius decoratus	Teleostei	Gobiiformes	Gobiidae	Istigobius	Decorated goby	TRUE
Acentrogobius elberti	synonym	9944	Drombus triangularis	Teleostei	Gobiiformes	Gobiidae	Drombus	Brown drombus	TRUE
Acentrogobius ferox	synonym	9921	Acentrogobius simplex	Teleostei	Gobiiformes	Gobiidae	Acentrogobius	Bagamoyo goby	TRUE
Acentrogobius giuris	synonym	4833	Glossogobius giuris	Teleostei	Gobiiformes	Gobiidae	Glossogobius	Tank goby	TRUE
Acentrogobius hendersoni	synonym	1246	Macrodontogobius wilburi	Teleostei	Gobiiformes	Gobiidae	Macrodontogobius	Largetooth goby	TRUE
Acentrogobius koumansi	synonym	22779	Lesueurigobius koumansi	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	NA	TRUE
Acentrogobius multifasciatus	synonym	9927	Caffrogobius gilchristi	Teleostei	Gobiiformes	Gobiidae	Caffrogobius	Prison goby	TRUE
Acentrogobius nebulosus	accepted name	7228	Acentrogobius nebulosus	Teleostei	Gobiiformes	Gobiidae	Acentrogobius	Shadow goby	TRUE
Acentrogobius neilli	synonym	9945	Favonigobius reichei	Teleostei	Gobiiformes	Gobiidae	Favonigobius	Indo-Pacific tropical sand goby	TRUE
Acentrogobius oligactis	synonym	9944	Drombus triangularis	Teleostei	Gobiiformes	Gobiidae	Drombus	Brown drombus	TRUE
Acentrogobius ornatus	synonym	4322	Istigobius ornatus	Teleostei	Gobiiformes	Gobiidae	Istigobius	Ornate goby	TRUE
Acentrogobius reichei	synonym	9945	Favonigobius reichei	Teleostei	Gobiiformes	Gobiidae	Favonigobius	Indo-Pacific tropical sand goby	TRUE
Acentrogobius schlegelii	synonym	9984	Porogobius schlegelii	Teleostei	Gobiiformes	Gobiidae	Porogobius	NA	TRUE
Acentrogobius sealei	synonym	15776	Acentrogobius viridipunctatus	Teleostei	Gobiiformes	Gobiidae	Acentrogobius	Spotted green goby	TRUE
Acentrogobius signatus	accepted name	17033	Acentrogobius signatus	Teleostei	Gobiiformes	Gobiidae	Acentrogobius	Tusk goby	TRUE
Acentrogobius simplex	accepted name	9921	Acentrogobius simplex	Teleostei	Gobiiformes	Gobiidae	Acentrogobius	Bagamoyo goby	TRUE
Acentrogobius simulus	synonym	9971	Drombus simulus	Teleostei	Gobiiformes	Gobiidae	Drombus	Pinafore goby	TRUE
Acentrogobius spence	synonym	4337	Istigobius spence	Teleostei	Gobiiformes	Gobiidae	Istigobius	Pearl goby	TRUE
Acentrogobius therezieni	accepted name	9922	Acentrogobius therezieni	Teleostei	Gobiiformes	Gobiidae	Acentrogobius	NA	TRUE
Acentrogobius triangularis	synonym	9944	Drombus triangularis	Teleostei	Gobiiformes	Gobiidae	Drombus	Brown drombus	TRUE
Acentrogobius viridipunctatus	accepted name	15776	Acentrogobius viridipunctatus	Teleostei	Gobiiformes	Gobiidae	Acentrogobius	Spotted green goby	TRUE
Acentrolophus maculosus	synonym	249	Centrolophus niger	Teleostei	Scombriformes	Centrolophidae	Centrolophus	Rudderfish	TRUE
Acentronura gracilissima	accepted name	7994	Acentronura gracilissima	Teleostei	Syngnathiformes	Syngnathidae	Acentronura	Bastard seahorse	TRUE
Acentronura mossambica	synonym	16862	Acentronura tentaculata	Teleostei	Syngnathiformes	Syngnathidae	Acentronura	Shortpouch pygmy pipehorse	TRUE
Acentronura tentaculata	accepted name	16862	Acentronura tentaculata	Teleostei	Syngnathiformes	Syngnathidae	Acentronura	Shortpouch pygmy pipehorse	TRUE
Acerina zillei	synonym	1390	Coptodon zillii	Teleostei	Cichliformes	Cichlidae	Coptodon	Redbelly tilapia	TRUE
Acerina zillii	synonym	1390	Coptodon zillii	Teleostei	Cichliformes	Cichlidae	Coptodon	Redbelly tilapia	TRUE
Achirophichthys typus	synonym	12887	Brachysomophis crocodilinus	Teleostei	Anguilliformes	Ophichthidae	Brachysomophis	Crocodile snake eel	TRUE
Achirus barbatus	synonym	8917	Pardachirus marmoratus	Teleostei	Pleuronectiformes	Soleidae	Pardachirus	Finless sole	TRUE
Achirus bilineatus	synonym	5455	Cynoglossus bilineatus	Teleostei	Pleuronectiformes	Cynoglossidae	Cynoglossus	Fourlined tonguesole	TRUE
Achirus marmoratus	synonym	8917	Pardachirus marmoratus	Teleostei	Pleuronectiformes	Soleidae	Pardachirus	Finless sole	TRUE
Achirus punctatus	synonym	8917	Pardachirus marmoratus	Teleostei	Pleuronectiformes	Soleidae	Pardachirus	Finless sole	TRUE
Acinacea notha	synonym	1041	Gempylus serpens	Teleostei	Scombriformes	Gempylidae	Gempylus	Snake mackerel	TRUE
Acipenser attilus	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser ducissae	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser europaeus	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser fitzingeri	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser fitzingerii	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser hospitus	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser laevissimus	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser latirostris	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser milberti	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser nehelae	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser podapos	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser stureio	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser sturio	accepted name	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser sturioides	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser thompsonii	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser valenciennii	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acipenser yarrellii	synonym	2066	Acipenser sturio	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	Sturgeon	TRUE
Acreichthys melanocephalus	synonym	4370	Pervagor melanocephalus	Teleostei	Tetraodontiformes	Monacanthidae	Pervagor	Redtail filefish	TRUE
Acronurus argenteus	synonym	1262	Ctenochaetus striatus	Teleostei	Acanthuriformes	Acanthuridae	Ctenochaetus	Striated surgeonfish	TRUE
